,docid,title,year,genres,languages,countries,directors,composers,cast,editors,keywords,writers,plot
1045,006320,6 Days,2009,"['Drama', 'Comedy']",English,USA,"Leo, Jim (I)","Jensen, Dean","[{'actor': 'Apisa, Mary Jo', 'role': 'Mom'}, {'actor': 'Carey, Kim', 'role': 'Banker'}, {'actor': 'Cole, Larry (I)', 'role': 'Uncle Louie'}, {'actor': 'Dunn, Natalie', 'role': 'Trophy Wife'}, {'actor': 'Evans, Michael (XXIII)', 'role': 'Marco'}, {'actor': 'Gearries, John', 'role': 'Goon 2'}, {'actor': 'Greer, Betsy', 'role': 'Julie'}, {'actor': 'Maines, Bob', 'role': 'Pop'}, {'actor': 'Martin, Mitchell', 'role': 'Delivery'}, {'actor': 'Monsul, Jim', 'role': 'Mr. Schwartz'}, {'actor': 'Napoli, Richard', 'role': 'Eddy'}, {'actor': 'Pingue, Giuseppe', 'role': 'Painter'}, {'actor': 'Risner, Scott', 'role': 'David Nelson'}, {'actor': 'Scott, Isaiah', 'role': 'Michael Moretti'}, {'actor': 'Slee, Chris', 'role': 'Casino Boss'}, {'actor': 'Summitt, Scott', 'role': 'Nick'}, {'actor': 'Tobin, Scott (IV)', 'role': 'Goon 1'}]","Leo, Jim (I)","['las-vegas', 'mafia', 'paintings', 'gamble', 'debt', 'spider', 'six', 'fire', 'mob', 'pizza']","Leo, Jim (I)",pizza maker michael morettis life take sharp turn best friend nick destroy car belonging mob bos eddy lumberjack nick michael blundering cost eddy car soon damage total half million eddy give michael come money he hook doesnt eddy burn pizza shop kill nick much time six day
1046,006324,6 Down,2008,"['Short', 'Romance']",English,UK,"['Hawkins, Emma', 'Macdonald, Andrew R.']",,"[{'actor': 'Deane, Jennifer', 'role': 'Marisa'}, {'actor': 'Donald, Pamela (II)', 'role': 'Sophie'}, {'actor': 'Haig, Ian', 'role': 'Mike'}, {'actor': 'Horbatowska, Hayley', 'role': 'Waitress'}, {'actor': 'Jack, Richard (III)', 'role': 'Daniel'}]","Stephens, Matt (II)","['independent-film', 'bus', 'short-story']","['Hawkins, Emma', 'Macdonald, Andrew R.']",daily bus journey work provide modern battle line two potential lover daniel sophie must cross order get important first date friend offer advice varying success clue black white take keen eye sharp mind
1047,006335,6 Minutes.,2004,"['Short', 'Comedy']",English,Canada,"Peddie, G. Bayne",,"[{'actor': 'Blakely, Ryan', 'role': 'Kaspar'}, {'actor': 'Brennan, Buddy', 'role': 'Himself'}, {'actor': 'Gustafson, Geoff', 'role': 'Jackman'}, {'actor': 'Tse, Richard', 'role': 'Mr. Li'}]","Vanaselja, Michael","['digit-in-title', 'chinese-restaurant', 'period-in-title', 'punctuation-in-title', 'fortune-cookie', 'time-as-title', 'fate', 'title-ends-with-period', 'comical-banter', 'time-in-title', 'number-in-title']","Peddie, G. Bayne",fortune cookie spell doom jay jackman mere minute prepare meet maker good thing friend kaspar hand help pack comedic look life death twist fate lie
1048,006339,6 Out of 7,2006,"['Short', 'Comedy']",English,USA,"Shapins, Marc",,"[{'actor': 'Bergquist, Jonathan', 'role': 'Man in the black fedora'}, {'actor': 'Carrasquillo, Javier', 'role': 'Pizza Boy'}, {'actor': 'DeLisle, Mark', 'role': 'Brian'}, {'actor': 'Denton, Julia', 'role': 'Rebecca'}, {'actor': 'Dixson, Jane', 'role': ""Amber 2's Mother""}, {'actor': 'Mackey, David (I)', 'role': 'Bartender'}, {'actor': 'Mathis, Bessie', 'role': 'Betty Jackson'}, {'actor': 'Smith, Justin (VII)', 'role': 'Joe'}, {'actor': 'Weyrick, John', 'role': 'Drunk'}, {'actor': 'duPont, Scott', 'role': 'Sportsfan'}]","Shapins, Marc",number-in-title,"Shapins, Marc",really smooth lady brian dragged buddy joe another night town like usual joe ditch brian go find evening entertainment time actually brians favor meet girl dream actually get number course high temporary brian find next day look number old envelope wrote stick rip last digit brian completely frustrated decides step first time life put limb call 10 possible number try find dream girl course different character brian meet journey begun
1049,006341,"6 Patu'ah, 21 Sagur",1994,Documentary,Hebrew,Israel,"Goren, Amit","Shenkar, Doron",,"Helter-Shenkar, Tali",prison,"Goren, Amit",hour prison baer sheva israel documentary follows departure prison manager coming new one stir change make prisoner movie also take u high wall cell daytoday prison life story prisoner father son together one cell another want get married eyeing parole 30 yearold spent life prison
1050,006343,6 Points,2004,Drama,Swedish,Sweden,"Winblad, Anette","['Dopson, Kimberly', 'Gilgowski, Wlodek', 'Lee Luck, Larry', 'Lönnerheden, Emelie']","[{'actor': 'Arnia, Sara', 'role': 'Greta'}, {'actor': 'Carlson, Erica (I)', 'role': 'Petra'}, {'actor': 'Carlstedt, Sanna', 'role': 'Michelle'}, {'actor': 'Engdahl, Niklas', 'role': 'Patrik'}, {'actor': 'Forsmark, Göran', 'role': 'Annas pappa'}, {'actor': 'Goossens, Monica', 'role': 'Viktväktarkonsulenten'}, {'actor': 'Granström, Johanna', 'role': 'Anna'}, {'actor': 'Gudnason, Sverrir', 'role': 'Marcus'}, {'actor': 'Hammar, Staffan', 'role': 'Efterfest-kille 1'}, {'actor': 'Jakobsson, Hackim', 'role': 'Efterfest-kille 2'}, {'actor': 'Johansson, Patrik (I)', 'role': 'Ung Kille Nr 2'}, {'actor': 'Jönsson, Lars (III)', 'role': 'Bartender'}, {'actor': 'Kastrup, Annmari', 'role': 'Michelles mamma'}, {'actor': 'Lindblad, Jarl', 'role': 'Fransmannen'}, {'actor': 'Ljunghager, Ronja', 'role': 'Fotomodellen'}, {'actor': 'Markström, Maja', 'role': 'Anna som barn'}, {'actor': 'Moosberg, Mia', 'role': 'Tant med hund'}, {'actor': 'Norberg, Pontus', 'role': 'Pojken i villan'}, {'actor': 'Nyberg, Ulf', 'role': 'Isac'}, {'actor': 'Odhag, Michael', 'role': 'Mannen'}, {'actor': 'Raukola, Ingemar', 'role': 'Sjuksystern'}, {'actor': 'Stenberg, Olov', 'role': 'Ung Kille Nr 1'}, {'actor': 'Wikström, Pontus', 'role': 'Polis'}]","['Hodor, Darek', 'Regemo, Astrid']",title-spoken-by-character,"['Knowles, Emma (II)', 'Nasiell, Sara']",set small swedish town story centered around three best friend aged 20 michelle photo model drinking problem lead string onenightstands including sex hot tempered boyfriend anna moved much love see fault petra clever friend must combine pregnant operating café
1051,006345,6 Rms Riv Vu,1974,Comedy,English,USA,,,"[{'actor': 'Alda, Alan', 'role': 'Paul Friedman'}, {'actor': 'Burnett, Carol', 'role': 'Anne Miller'}]",,based-on-play,"Randall, Bob (I)",based 1972 play bob randall 6 rms riv vu story two stranger meet respond ad new york time river view apartment paul friedman alan alda married advertising copywriter ann miller carol burnett discontented housewife view apartment leave discover door accidentally locked trapped inside together connection quickly form begin sharing thing life find attracted one another
1052,006353,6 ft. in 7 min.,2005,"['Short', 'Comedy']","['French', 'English', 'Spanish']",USA,"Del Toro, Rafael (II)","['Glass, Joe (II)', 'Hoagland, Clint']","[{'actor': 'Chaudhry, Mohammed', 'role': 'Granfather Tuli'}, {'actor': 'Gaffary, Yousef', 'role': 'Young Rajeev'}, {'actor': 'Glass, Joe (II)', 'role': 'Coroner #2'}, {'actor': 'Holland, Richard (V)', 'role': 'Coroner #1'}, {'actor': 'Khan, Naheed', 'role': 'Mother'}, {'actor': 'Rampilla, Rao', 'role': 'Father'}, {'actor': 'Surendra, Rajiv', 'role': 'Rajeev'}]","Widland, Peter",,"Del Toro, Rafael (II)",6ft 7min short dark comedy rajeev reddi east indian guy thanks parent traditional way never normal american childhood today rajeevs 18th birthday parent surprise bound leave floored rajeev find sometimes late learn truth
1053,006369,6/29,1998,"['Short', 'Drama']",,USA,"Bulgarino, Stephanie Leigh","Wilson, Denny (I)","[{'actor': 'Bedard, Irene', 'role': 'Laura Cooper'}, {'actor': 'Hallak, Robert (I)', 'role': 'Michael Cooper'}, {'actor': 'Lightning, Crystle', 'role': 'Paula Cooper'}]","Dunn, Ron (I)","['independent-film', 'number-in-title']","Bulgarino, Stephanie Leigh",oneyear anniversary car accident caused paralyzed little girl named ashley cooper played erin pong woman irene bedard must journey nightmarish day state shame guilt try find selfredemption
1054,006379,60 Minute Makeover,2004,Reality-TV,English,UK,"['Fidler, Amanda', 'Hill, Natalie (II)', 'Rogan, James (I)']","Schweitzer, David","[{'actor': 'Amabile, John', 'role': 'Himself - Designer'}, {'actor': 'Cork, Alison', 'role': 'Designer'}, {'actor': 'Dwyer, Terri', 'role': 'Herself - Presenter'}, {'actor': 'McCree, Laura', 'role': 'Designer'}, {'actor': 'Meen, Sally', 'role': 'Designer'}, {'actor': 'Taylor, Derek (V)', 'role': 'Himself/Designer'}]","Leathley, Darren","['home-decorating', 'time-for-title', 'one-hour', 'non-fiction', 'makeover', 'painting', 'house', 'number-in-title']",,presenter sweeney claire qv designer taylor derek v qv manage large team painter decorator workman invade invitation home spend next sixty minute making change room drag home 21st century
1055,006381,60 Minutes,1968,"['Documentary', 'News']",English,USA,"['Bloom, Arthur (II)', 'Klug, Rob']",,"[{'actor': 'Abu Laban, Ahmed', 'role': 'Himself'}, {'actor': 'Aleksander, Grant', 'role': 'Himself'}, {'actor': 'Alexander, Shana (I)', 'role': 'Herself - Liberal debater (1975-1979)'}, {'actor': 'Amanpour, Christiane', 'role': 'Reporter'}, {'actor': 'Anderson, Tai', 'role': 'Himself'}, {'actor': 'Atwater, Kim', 'role': 'Herself'}, {'actor': 'Avery, Brad (II)', 'role': 'Himself'}, {'actor': 'Bell, Anne (I)', 'role': 'Herself'}, {'actor': 'Bernanke, Ben', 'role': 'Himself'}, {'actor': 'Bernanke, Ben', 'role': 'Himself - US Federal Reserve Chairman'}, {'actor': 'Bittan, Roy', 'role': 'Himself'}, {'actor': 'Blake, James (IV)', 'role': 'Himself'}, {'actor': 'Bloomberg, Michael', 'role': 'Himself'}, {'actor': 'Bluitgen, Kåre', 'role': 'Himself - Author'}, {'actor': 'Bonnewell, Byron', 'role': 'Himself'}, {'actor': 'Bono', 'role': 'Himself'}, {'actor': 'Bose, Dr. P.J.', 'role': 'Himself'}, {'actor': 'Bradley, Ed', 'role': 'Himself'}, {'actor': 'Bradley, Ed', 'role': 'Himself'}, {'actor': 'Bradley, Ed', 'role': 'Himself - Correspondent'}, {'actor': 'Bradley, Ed', 'role': 'Himself - Correspondent (1981-)'}, {'actor': 'Bray, Michael (IV)', 'role': 'Himself'}, {'actor': 'Brinkley, David (I)', 'role': 'Himself - Guest'}, {'actor': 'Bronk, Benjy', 'role': 'Himself'}, {'actor': 'Bryant, Howard (II)', 'role': 'Himself'}, {'actor': 'Bush, George (I)', 'role': 'Himself'}, {'actor': 'Canseco, Jose', 'role': 'Himself'}, {'actor': 'Carey, Drew', 'role': 'Himself'}, {'actor': 'Carr, David (X)', 'role': 'Himself'}, {'actor': 'Carr, Greg', 'role': 'Himself'}, {'actor': 'Chamberlin, Beth', 'role': 'Herself'}, {'actor': 'Charlot, Claude', 'role': 'Himself (segment ""The Secret of the Priory of Sion"")'}, {'actor': 'Chaumeil, Jean-Luc', 'role': 'Himself (segment ""The Secret of the Priory of Sion"")'}, {'actor': 'Chesney, Kenny', 'role': 'Himself'}, {'actor': 'Christo (I)', 'role': 'Himself'}, {'actor': 'Christy, Richard', 'role': 'Himself'}, {'actor': 'Cianci, Buddy', 'role': 'Himself'}, {'actor': 'Clayton, Adam (I)', 'role': 'Himself'}, {'actor': 'Clemons, Clarence', 'role': 'Himself'}, {'actor': 'Clinton, Bill (I)', 'role': 'Himself - Debater (2003)'}, {'actor': 'Colapinto, David K.', 'role': 'Himself - B.U. Exposure staff member'}, {'actor': 'Coleman, Dabney', 'role': 'Franklin M. Hart Jr.'}, {'actor': 'Cooper, Anderson', 'role': 'Himself - Correspondent'}, {'actor': 'Cramer, Jim', 'role': 'Himself'}, {'actor': 'Crouch, Stanley', 'role': 'Himself - Commentator (1996)'}, {'actor': ""Dell'Abate, Gary"", 'role': 'Himself'}, {'actor': 'Deutsch, Kurt', 'role': ""Himself - 'Faust' in 'Randy Newman's Faust'""}, {'actor': 'Dicopoulos, Frank', 'role': 'Himself'}, {'actor': 'Dole, Bob (I)', 'role': 'Himself - Debater (2003)'}, {'actor': 'Donnellan, Paul', 'role': 'Himself'}, {'actor': 'Dylan, Bob', 'role': 'Himself'}, {'actor': 'Edwards, Elizabeth (VII)', 'role': 'Herself'}, {'actor': 'Edwards, John (VI)', 'role': 'Himself'}, {'actor': 'Ellemann-Jensen, Uffe', 'role': 'Himself'}, {'actor': 'Erhard, Adair', 'role': 'Herself'}, {'actor': 'Erhard, Celeste', 'role': 'Herself'}, {'actor': 'Erhard, Werner', 'role': 'Himself'}, {'actor': 'Fey, Tina', 'role': 'Herself'}, {'actor': 'Fonda, Jane', 'role': 'Herself'}, {'actor': 'Forte, Will', 'role': 'Himself'}, {'actor': 'Freeman, Morgan (I)', 'role': 'Himself'}, {'actor': 'Friedman, Milton (I)', 'role': 'Himself'}, {'actor': 'Fury, Dalton', 'role': 'Himself (segment ""Kill bin Laden"")'}, {'actor': 'Garland, Judy (I)', 'role': 'Herself'}, {'actor': 'Garrison, David (I)', 'role': ""Himself - 'The Devil' in 'Randy Newman's 'Faust'""}, {'actor': 'Giambi, Jason', 'role': 'Himself'}, {'actor': 'Glaser, Elizabeth', 'role': 'Herself'}, {'actor': 'Glaser, Paul Michael', 'role': 'Himself'}, {'actor': 'Glass, Stephen (II)', 'role': 'Himself'}, {'actor': 'Greenberg, Mike (III)', 'role': 'Himself'}, {'actor': 'Hammond, Darrell', 'role': 'Himself'}, {'actor': 'Heinz Kerry, Teresa', 'role': 'Herself'}, {'actor': 'Hendrie, Paul', 'role': 'Himself'}, {'actor': 'Henson, Jim (I)', 'role': 'Himself'}, {'actor': 'Higgins, Steve', 'role': 'Himself'}, {'actor': 'Hill, Erin (I)', 'role': ""Herself ('The Devil's Bride' in 'Randy Newman's Faust')""}, {'actor': 'Hopwood, Jon', 'role': 'Himself (Student government member)'}, {'actor': 'Hussein, Saddam', 'role': 'Himself'}, {'actor': 'Ivins, Molly', 'role': 'Herself - Liberal commentator (1996)'}, {'actor': 'Jackson, David L.', 'role': 'Himself'}, {'actor': 'Jackson, Michael (I)', 'role': 'Himself'}, {'actor': 'James, LeBron', 'role': 'Himself'}, {'actor': 'Jeanne-Claude', 'role': 'Herself'}, {'actor': 'Jeter, Derek', 'role': 'Himself'}, {'actor': 'Johnson, Jamie (IV)', 'role': 'Himself'}, {'actor': 'Johnson, Monique (I)', 'role': 'Herself'}, {'actor': 'Jordan, Michael (I)', 'role': 'Himself'}, {'actor': 'Kapoor, Anjali', 'role': 'Herself'}, {'actor': 'Kerry, John (III)', 'role': 'Himself'}, {'actor': 'Keteyian, Armen', 'role': 'Himself - Correspondent (segment ""The FBI\'s Wise Guy"")'}, {'actor': 'Kilpatrick, James J.', 'role': 'Himself - Conservative debater (1971-1979)'}, {'actor': 'Kimmelman, Michael', 'role': 'Himself'}, {'actor': 'Kinkade, Thomas', 'role': 'Himself'}, {'actor': 'Klein, Marci', 'role': 'Herself'}, {'actor': 'Kohli, Dr. Vikas', 'role': 'Himself'}, {'actor': 'Kroft, Steve', 'role': 'Himself'}, {'actor': 'Kroft, Steve', 'role': 'Himself - Correspondent'}, {'actor': 'Kroft, Steve', 'role': 'Himself - Correspondent (1989-)'}, {'actor': 'Kuo, David', 'role': 'Himself'}, {'actor': 'LaRussa, Tony', 'role': 'Himself'}, {'actor': 'Lane, Charles (VII)', 'role': 'Himself'}, {'actor': 'Lange, Artie', 'role': 'Himself'}, {'actor': 'Law, Jude', 'role': 'Himself'}, {'actor': 'Lee, Mark (XVI)', 'role': 'Himself'}, {'actor': 'Lincoln, Henry', 'role': 'Himself (segment ""The Secret of the Priory of Sion"")'}, {'actor': 'Locorriere, Dennis', 'role': 'Himself'}, {'actor': 'Longworth, Alice Roosevelt', 'role': 'Herself'}, {'actor': 'Luft, Lorna', 'role': 'Herself'}, {'actor': 'Lynn, Loretta', 'role': 'Herself'}, {'actor': 'MacDonald, Norm (I)', 'role': 'Himself'}, {'actor': 'Margrethe II', 'role': 'Herself'}, {'actor': 'Marsalis, Wynton', 'role': 'Himself'}, {'actor': 'McCain, John (I)', 'role': 'Himself'}, {'actor': 'McGinnty, Ryan', 'role': 'Himself'}, {'actor': 'McGwire, Mark', 'role': 'Himself'}, {'actor': 'Meyers, Seth', 'role': 'Himself'}, {'actor': 'Michaels, Lorne', 'role': 'Himself'}, {'actor': 'Michener, James', 'role': 'Himself'}, {'actor': 'Minkow, Barry', 'role': 'Himself'}, {'actor': 'Minnelli, Liza', 'role': 'Herself'}, {'actor': 'Mirabile, Hector', 'role': 'Himself'}, {'actor': 'Mitchell, Finesse', 'role': 'Himself'}, {'actor': 'Moore, LaShauntaye', 'role': 'Herself'}, {'actor': 'Munro, Mike (II)', 'role': 'Himself - Correspondent'}, {'actor': 'Murrow, Edward R.', 'role': 'Himself'}, {'actor': 'Newman, Randy (I)', 'role': 'Himself'}, {'actor': 'Newman, Robert (I)', 'role': 'Himself'}, {'actor': 'Newsom, Gavin', 'role': 'Himself - Mayor of San Francisco'}, {'actor': 'Nixon, Robert (I)', 'role': 'Himself'}, {'actor': 'Norris, Fred (I)', 'role': 'Himself'}, {'actor': ""O'Donnell, Eamonn (I)"", 'role': 'Himself'}, {'actor': ""O'Donnell, Jim (V)"", 'role': 'Himself'}, {'actor': ""O'Leary, Michael (I)"", 'role': 'Himself'}, {'actor': ""O'Reilly, Bill (I)"", 'role': 'Himself'}, {'actor': ""O'Rourke, P.J."", 'role': 'Himself - Conservative commentator (1996)'}, {'actor': 'Obama, Barack', 'role': 'Himself'}, {'actor': 'Oliver, Jamie (II)', 'role': 'Himself'}, {'actor': 'Parcells, Bill', 'role': 'Himself'}, {'actor': 'Parnell, Chris (I)', 'role': 'Himself'}, {'actor': 'Pelley, Scott', 'role': 'Himself - Correspondent'}, {'actor': 'Pelley, Scott', 'role': 'Himself - Correspondent (segment ""Gorongosa"")'}, {'actor': 'Pelley, Scott', 'role': 'Himself - Correspondent (segment ""Kill bin Laden"")'}, {'actor': 'Pelley, Scott', 'role': 'Himself - Correspondent (segment ""The War Within"")'}, {'actor': 'Pelley, Scott', 'role': 'Himself - Correspondent (segment ""The Wasteland"")'}, {'actor': 'Phillips, Darius', 'role': 'Himself'}, {'actor': 'Powell, Mac', 'role': 'Himself'}, {'actor': 'Prins Henrik', 'role': 'Himself'}, {'actor': 'Putnam, Bill', 'role': 'Himself (segment ""The Secret of the Priory of Sion"")'}, {'actor': 'Qureshi, Kamal Hameed', 'role': 'Himself'}, {'actor': 'Ramsey, Dave (II)', 'role': 'Himself'}, {'actor': 'Rasmussen, Anders Fogh', 'role': 'Himself'}, {'actor': 'Rather, Dan', 'role': 'Himself - Correspondent (1975-1981)'}, {'actor': 'Reasoner, Harry', 'role': 'Himself'}, {'actor': 'Reasoner, Harry', 'role': 'Himself'}, {'actor': 'Riley-Smith, Jonathan', 'role': 'Himself (segment ""The Secret of the Priory of Sion"")'}, {'actor': 'Roig, Rick', 'role': 'Himself'}, {'actor': 'Rooney, Andrew', 'role': 'Himself'}, {'actor': 'Rooney, Andrew', 'role': 'Himself - Commentator'}, {'actor': 'Rooney, Andrew', 'role': 'Himself - Commentator'}, {'actor': 'Rooney, Andrew', 'role': 'Himself - Commentator (1978-)'}, {'actor': 'Rose, Flemming', 'role': 'Himself'}, {'actor': 'Rumsfeld, Donald', 'role': 'Himself'}, {'actor': 'Safer, Morley', 'role': 'Himself'}, {'actor': 'Safer, Morley', 'role': 'Himself - Correspondent'}, {'actor': 'Safer, Morley', 'role': 'Himself - Correspondent'}, {'actor': 'Safer, Morley', 'role': 'Himself - Correspondent (1970-)'}, {'actor': 'Safer, Morley', 'role': ""Himself - Correspondent (segment 'All in the Family)""}, {'actor': 'Sanz, Horatio', 'role': 'Himself'}, {'actor': 'Schroeder, Curt', 'role': 'Himself'}, {'actor': 'Schwarzenegger, Arnold', 'role': 'Himself'}, {'actor': 'Seidenfaden, Tøger', 'role': 'Himself'}, {'actor': 'Sevareid, Eric', 'role': 'Himself - Guest'}, {'actor': 'Shyamalan, M. Night', 'role': 'Himself'}, {'actor': 'Silber, John', 'role': 'Himself'}, {'actor': 'Simmons, Russell', 'role': 'Himself'}, {'actor': 'Simon, Peter (I)', 'role': 'Himself'}, {'actor': 'Simon, Sam (I)', 'role': 'Himself'}, {'actor': 'Smith, Gregory (XI)', 'role': 'Himself'}, {'actor': 'Smith, Howard K.', 'role': 'Himself - Guest'}, {'actor': 'Springsteen, Bruce', 'role': 'Himself'}, {'actor': 'Steinbrenner III, George M.', 'role': 'Himself'}, {'actor': 'Stern, Howard (I)', 'role': 'Himself'}, {'actor': 'Stockbroker, Sal the', 'role': 'Himself'}, {'actor': 'Stotts, Rodney', 'role': 'Himself'}, {'actor': 'Sullenberger, Chesley', 'role': 'Himself'}, {'actor': 'Tallent, Garry', 'role': 'Himself'}, {'actor': 'Teague, Diamond', 'role': 'Himself'}, {'actor': 'The Edge', 'role': 'Himself'}, {'actor': 'Third Day', 'role': 'Themselves'}, {'actor': 'Thomas, Clarence (II)', 'role': 'Himself'}, {'actor': 'Thompson, Kenan', 'role': 'Himself'}, {'actor': 'Van Zandt, Steve', 'role': 'Himself'}, {'actor': 'Wallace, Mike (I)', 'role': 'Himself'}, {'actor': 'Wallace, Mike (I)', 'role': 'Himself'}, {'actor': 'Wallace, Mike (I)', 'role': 'Himself - Correspondent'}, {'actor': 'Wallace, Mike (I)', 'role': 'Himself - Correspondent'}, {'actor': 'Wallace, Mike (I)', 'role': 'Himself - Host'}, {'actor': 'Wanishsawad, Dr. Chad', 'role': 'Himself'}, {'actor': 'Wieseltier, Leon', 'role': 'Himself'}, {'actor': 'Wood, John Edwin', 'role': 'Himself (segment ""The Secret of the Priory of Sion"")'}, {'actor': 'Woods, Tiger', 'role': 'Himself'}, {'actor': 'Woodward, Bob (I)', 'role': 'Himself'}, {'actor': 'Woodward, Bob (VII)', 'role': 'Himself (segment ""The War Within"")'}, {'actor': 'Yates, Russell', 'role': 'Himself'}, {'actor': 'Zinn, Howard', 'role': 'Himself'}, {'actor': 'von Hoffman, Nicholas', 'role': 'Himself - Liberal commentator (1971-1974)'}]",,"['abuse', 'family-relationships', 'leonardo-da-vinci', 'troop', 'holy-grail', 'time-for-title', 'technology', 'saddam-hussein', 'poverty', 'terrorist', 'interview', 'national-park', 'elephant', 'non-fiction', 'osama-bin-laden', 'american-soldier', 'denmark', 'magazine', 'apostrophe-in-title', 'recycling', 'delta-force', 'jesus-christ', 'tourist', 'molestation', 'china', 'punctuation-in-title', 'electric-appliance', 'toxic-waste', 'mozambique', 'secret-mission', 'africa', 'investigation', 'loss-of-job', 'mary-magdalene', 'character-name-in-title', 'cult', 'newsmagazine', 'secret-code', 'incest', 'battlefield', 'philadelphia', 'forum', 'iraq', '1960s', 'usa', 'number-in-title', 'iraq-war', 'september-11-2001', 'weaponry', 'rape', 'afghanistan', 'george-w.-bush']","Hewitt, Don (II)",series set pattern tv news magazine episode consists several story presented different reporter story included investigative piece celebrity profile background piece current event general human interest story series also featured pointcounterpoint debate humorous commentary andy rooney
